Gene ID,Gene symbol,Enzyme,UniProt,Enzymatic reactions
ENSG00000074590,NUAK1,receptor protein serine/threonine kinase,O60285,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000074590,NUAK1,dual-specificity kinase,O60285,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000074590,NUAK1,mitogen-activated protein kinase kinase,O60285,ATP[c] + [protein][c] => ADP[c] + phosphoprotein[c]
ENSG00000074590,NUAK1,non-specific serine/threonine protein kinase,O60285,ATP[c] + protamine[c] => ADP[c] + O-phosphoprotamine[c]
ENSG00000074800,ENO1,phosphopyruvate hydratase,P06733,2-phospho-D-glycerate[c] <=> H2O[c] + PEP[c]
ENSG00000077463,SIRT6,"Hydrolases Acting on carbon-nitrogen bonds, other than peptide bonds",Q8N6T7,H2O[c] + pantetheine[c] <=> cysteamine[c] + pantothenate[c]
ENSG00000077463,SIRT6,NAD+-protein-arginine ADP-ribosyltransferase,Q8N6T7,NAD+[c] + [protein]-L-arginine[c] => H+[c] + [protein]-omega-N-(ADP-D-ribosyl)-L-arginine[c] + nicotinamide[c]
ENSG00000077463,SIRT6,"Hydrolases Acting on carbon-nitrogen bonds, other than peptide bonds",Q8N6T7,H2O[c] + N-acetyl-S-[2-carboxy-1-(1-h-imidazol-4-yl)ethyl]-L-cysteine[c] <=> S-[2-carboxy-1-(1-h-imidazol-4-yl)ethyl]-L-cysteine[c] + acetate[c]
ENSG00000077463,SIRT6,"Hydrolases Acting on carbon-nitrogen bonds, other than peptide bonds",Q8N6T7,2 H+[c] + H2O[c] + S-[2-carboxy-1-(1h-imidazol-4-yl)ethyl]glutathione[c] <=> S-[2-carboxy-1-(1-h-imidazol-4-yl)ethyl]-L-cysteine[c] + glutamate[c] + glycine[c]
ENSG00000077463,SIRT6,"Hydrolases Acting on carbon-nitrogen bonds, other than peptide bonds",Q8N6T7,H+[c] + H2O[c] + S-[2-carboxy-1-(1-h-imidazol-4-yl)ethyl]-L-cysteine[c] => NH4+[c] + S-[2-carboxy-1-(1h-imidazol-4-yl)ethyl]-3-thiolactate[c]
ENSG00000077463,SIRT6,NAD+-protein-arginine ADP-ribosyltransferase,Q8N6T7,NAD+[c] + [protein]-L-arginine[c] => N(omega)-(ADP-D-ribosyl)-L-arginine[c] + nicotinamide[c]
ENSG00000078747,ITCH,ubiquitin-protein ligase,Q96J02,ATP[c] + [protein]-L-lysine[c] + ubiquitin[c] => AMP[c] + PPi[c] + [protein]-N-ubiquityllysine[c]
ENSG00000079335,CDC14A,protein-tyrosine-phosphatase,Q9UNH5,H2O[c] + [protein]-tyrosine-phosphate[c] => Pi[c] + [protein]-L-tyrosine[c]
ENSG00000080031,PTPRH,protein-tyrosine-phosphatase,Q9HD43,H2O[c] + [protein]-tyrosine-phosphate[c] => Pi[c] + [protein]-L-tyrosine[c]
ENSG00000081237,PTPRC,protein-tyrosine-phosphatase,P08575,H2O[c] + [protein]-tyrosine-phosphate[c] => Pi[c] + [protein]-L-tyrosine[c]
ENSG00000083799,CYLD,ubiquitin thiolesterase,Q9NQC7,H2O[c] + ubiquitin C terminal thiolester[c] => thiol[c] + ubiquitin[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-3,4-quinone[p] + GSH[p] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[p]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[p] + GSH[p] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[p]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"GSH[c] + delta-12-prostaglandin J2[c] <=> S-(9-deoxy-delta9,12-PGD2)-glutathione[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"4-hydroxyestrone-2-S-glutathione[p] <=> GSH[p] + estrone-3,4-quinone[p]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"1-nitronaphthalene-5,6-oxide[c] + GSH[c] => 1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[p] + GSH[p] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[p]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"1,1-dichloroethylene epoxide[c] + GSH[c] => 2-(S-glutathionyl)acetyl chloride[c] + hydrochloride[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"(1S,2R)-naphthalene 1,2-oxide[c] + GSH[c] => (1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,5-S-glutathionyl-dopamine[c] <=> GSH[c] + dopamine-O-quinone[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"4-hydroxyestrone-2-S-glutathione[m] <=> GSH[m] + estrone-3,4-quinone[m]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,12-keto-LTB4[m] + GSH[m] <=> 12-oxo-c-LTB3[m]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-1-S-glutathione[p] <=> GSH[p] + estrone-2,3-quinone[p]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-4-S-glutathione[p] <=> GSH[p] + estrone-2,3-quinone[p]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"1-nitronaphthalene-5,6-oxide[c] + GSH[c] => 1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,2-bromoacetaldehyde[c] + GSH[c] => S-(formylmethyl)glutathione[c] + hydrobromic acid[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,12-keto-LTB4[p] + GSH[p] <=> 12-oxo-c-LTB3[p]
ENSG00000084207,GSTP1,glutathione transferase,P09211,GSH[c] + hepoxilin A3[c] <=> hepoxilin A3-c[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,GSH[r] + hepoxilin A3[r] <=> hepoxilin A3-c[r]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[r]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"GSH[c] + bromobenzene-3,4-oxide[c] => 3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,5-S-glutathionyl-noradrenochrome hydroquinone[c] <=> GSH[c] + noradrenochrome[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"1-nitronaphthalene-7,8-oxide[c] + GSH[c] => 1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,12-keto-LTB4[r] + GSH[r] <=> 12-oxo-c-LTB3[r]
ENSG00000084207,GSTP1,glutathione transferase,P09211,3-hydroxykynurenine-O-beta-D-glucoside[c] + GSH[c] <=> H2O[c] + glutathionyl-3-hydroxykynurenine glucoside[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,GSH[c] + prostaglandin A2[c] <=> S-(PGA2)-glutathione[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"(1R,2S)-naphthalene 1,2-oxide[c] + GSH[c] => (1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-3,4-quinone[m] + GSH[m] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[m]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,GSH[c] + prostaglandin A1[c] <=> S-(PGA1)-glutathione[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,2-(S-glutathionyl)acetyl chloride[c] + GSH[c] => 2-(S-glutathionyl)acetyl glutathione[c] + hydrochloride[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-4-S-glutathione[r] <=> GSH[r] + estrone-2,3-quinone[r]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[m] + GSH[m] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[m]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-4-S-glutathione[c] <=> GSH[c] + estrone-2,3-quinone[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"1-nitronaphthalene-7,8-oxide[c] + GSH[c] => 1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,GSH[p] + hepoxilin A3[p] <=> hepoxilin A3-c[p]
ENSG00000084207,GSTP1,prostaglandin-F synthase,P09211,GSH[c] + prostaglandin J2[c] <=> S-(PGJ2)-glutathione[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,GSH[c] + prostaglandin J2[c] <=> S-(PGJ2)-glutathione[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene[c] <=> GSH[c] + benzo[a]pyrene-4,5-oxide[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[m] + GSH[m] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[m]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-3,4-quinone[c] + GSH[c] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,9-deoxy-delta12-PGD2[c] + GSH[c] <=> S-(9-deoxy-delta12-PGD2)-glutathione[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,5-S-glutathionyl-adrenochrome hydroquinone[c] <=> GSH[c] + adrenochrome[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-4-S-glutathione[m] <=> GSH[m] + estrone-2,3-quinone[m]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-1-S-glutathione[c] <=> GSH[c] + estrone-2,3-quinone[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,5-S-glutathionyl-aminochrome reduced[c] <=> GSH[c] + dopaminochrome[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[r] + GSH[r] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[r]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-1-S-glutathione[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"GSH[c] + aflatoxin B1-exo-8,9-epoxide[c] => aflatoxin B1exo-8,9-epoxide-GSH[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-1-S-glutathione[r] <=> GSH[r] + estrone-2,3-quinone[r]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,GSH[c] + chloroacetyl chloride[c] => S-(2-chloroacetyl)glutathione[c] + hydrochloride[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,12-keto-LTB4[c] + GSH[c] <=> 12-oxo-c-LTB3[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"GSH[c] + benzo[a]pyrene-7,8-diol[c] => 7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene[c] + H2O[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-3,4-quinone[r] + GSH[r] <=> 4-hydroxy-17beta-estradiol-2-S-glutathione[r]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"GSH[c] + bromobenzene-2,3-oxide[c] => 2,3-dihydro-2-S-glutathionyl-3-hydroxy bromobenzene[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"GSH[c] + trichloroethene[c] => S-(1,2-dichlorovinyl)glutathione[c] + hydrochloride[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,5-S-glutathionyl-L-dopa[c] <=> GSH[c] + L-dopaquinone[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,5-S-glutathionyl-dopachrome hydroquinone[c] <=> GSH[c] + L-dopachrome[c]
ENSG00000084207,GSTP1,glutathione transferase,P09211,"4-hydroxyestrone-2-S-glutathione[c] <=> GSH[c] + estrone-3,4-quinone[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2,2-dichloroacetaldehyde[c] + GSH[c] => S-(2,2-dichloro-1-hydroxy)ethyl glutathione[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"2-hydroxyestrone-1-S-glutathione[m] <=> GSH[m] + estrone-2,3-quinone[m]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"17beta-estradiol-2,3-quinone[c] + GSH[c] <=> 2-hydroxy-17beta-estradiol-4-S-glutathione[c]"
ENSG00000084207,GSTP1,glutathione transferase,P09211,"4-hydroxyestrone-2-S-glutathione[r] <=> GSH[r] + estrone-3,4-quinone[r]"
ENSG00000084676,NCOA1,histone acetyltransferase,Q15788,CoA[c] + histone-N6-acetyl-L-lysine[c] <=> acetyl-CoA[c] + histone-L-lysine[c]
ENSG00000084774,CAD,aspartate carbamoyltransferase,P27708,N-carbamoyl-L-aspartate[c] + Pi[c] <=> aspartate[c] + carbamoyl-phosphate[c]
ENSG00000084774,CAD,dihydroorotase,P27708,(S)-dihydroorotate[c] + H2O[c] <=> N-carbamoyl-L-aspartate[c]
ENSG00000084774,CAD,carbamoyl-phosphate synthase (glutamine-hydrolysing),P27708,2 ATP[c] + H+[c] + H2O[c] + HCO3-[c] + glutamine[c] => 2 ADP[c] + Pi[c] + carbamoyl-phosphate[c] + glutamate[c]
ENSG00000084774,CAD,serine-pyruvate transaminase,P27708,pyruvate[c] + serine[c] => alanine[c] + hydroxypyruvate[c]
ENSG00000084774,CAD,glutaminase,P27708,H2O[m] + glutamine[m] => NH3[m] + glutamate[m]
ENSG00000084774,CAD,glutamin-(asparagin-)ase,P27708,H2O[m] + glutamine[m] => NH3[m] + glutamate[m]
ENSG00000085382,HACE1,ubiquitin-protein ligase,Q8IYU2,ATP[c] + [protein]-L-lysine[c] + ubiquitin[c] => AMP[c] + PPi[c] + [protein]-N-ubiquityllysine[c]
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,1-phosphatidyl-1D-myo-inositol-4-phosphate[c] + H2O[c] => PI pool[c] + Pi[c]
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,"H2O[c] + phosphatidylinositol-3,5-bisphosphate[c] => 1-phosphatidyl-1D-myo-inositol-5-phosphate[c] + Pi[c]"
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,"1-phosphatidyl-myo-inositol-3,5-bisphosphate[c] + H2O[c] => 1-phosphatidyl-1D-myo-inositol-3-phosphate[c] + Pi[c]"
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,1-phosphatidyl-1D-myo-inositol-5-phosphate[g] + H2O[g] => PI pool[g] + Pi[g]
ENSG00000087053,MTMR2,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",Q13614,1-phosphatidyl-1D-myo-inositol-5-phosphate[g] + H2O[g] => PI pool[g] + Pi[g]
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,"H2O[c] + phosphatidylinositol-3,4,5-trisphosphate[c] => 1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate[c] + Pi[c]"
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,1-phosphatidyl-1D-myo-inositol-5-phosphate[r] + H2O[r] => PI pool[r] + Pi[r]
ENSG00000087053,MTMR2,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",Q13614,1-phosphatidyl-1D-myo-inositol-5-phosphate[r] + H2O[r] => PI pool[r] + Pi[r]
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,1-phosphatidyl-1D-myo-inositol-5-phosphate[c] + H2O[c] => PI pool[c] + Pi[c]
ENSG00000087053,MTMR2,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase",Q13614,1-phosphatidyl-1D-myo-inositol-5-phosphate[c] + H2O[c] => PI pool[c] + Pi[c]
ENSG00000087053,MTMR2,phosphatidate phosphatase,Q13614,H2O[c] + sphinganine-1-phosphate[c] => Pi[c] + sphinganine[c]
ENSG00000087053,MTMR2,Phosphoric Monoester Hydrolases,Q13614,H2O[c] + sphinganine-1-phosphate[c] => Pi[c] + sphinganine[c]
ENSG00000088179,PTPN4,protein-tyrosine-phosphatase,P29074,H2O[c] + [protein]-tyrosine-phosphate[c] => Pi[c] + [protein]-L-tyrosine[c]
ENSG00000088305,DNMT3B,DNA (cytosine-5-)-methyltransferase,Q9UBC3,DNA[c] + SAM[c] => DNA-5-methylcytosine[c] + H+[c] + SAH[c]
ENSG00000089057,SLC23A2,"L-ascorbate:Na+ symporter, SVCT1",Q9UGH3,2 Na+[s] + ascorbate[s] => 2 Na+[c] + ascorbate[c]
ENSG00000089057,SLC23A2,Ca2+/Mg2+-dependent L-ascorbate,Q9UGH3,Na+[s] + ascorbate[s] => Na+[c] + ascorbate[c]
ENSG00000090020,SLC9A1,Na+:H+ antiporter 1 (Nhe-1),P19634,H+[c] + Na+[s] => H+[s] + Na+[c]
ENSG00000092009,CMA1,chymase,P23946,2 H+[c] + H2O[c] + kinetensin[c] => kinetensin 1-7[c] + leucine[c] + phenylalanine[c]
ENSG00000092295,TGM1,protein-glutamine gamma-glutamyltransferase,P22735,NH3[c] + [protein]-N5-alkylglutamine[c] <=> [protein]-L-glutamine[c] + alkylamine[c]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,2 H+[r] + prostaglandin G1[r] <=> H2O[r] + prostaglandin H1[r]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,2 O2[r] + dihomo-gamma-linolenate[r] => prostaglandin G1[r]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,EPA[c] + O2[c] => 15(R)-HpEPE[c]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,H+[r] + NADPH[r] + O2[r] + arachidonate[r] => 15(R)-HETE[r] + H2O[r] + NADP+[r]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,2 H+[c] + prostaglandin G1[c] <=> H2O[r] + prostaglandin H1[c]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,H+[c] + NADPH[c] + O2[c] + arachidonate[c] => 15(R)-HETE[c] + H2O[c] + NADP+[c]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,2 O2[r] + arachidonate[r] => prostaglandin G2[r]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,2 O2[c] + dihomo-gamma-linolenate[c] => prostaglandin G1[c]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,EPA[r] + O2[r] => 15(R)-HpEPE[r]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,EPA[p] + O2[p] => 15(R)-HpEPE[p]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,EPA[c] + H+[c] + NADPH[c] + O2[c] => (18R)-HEPE[c] + H2O[c] + NADP+[c]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,2-arachidonoylglycerol[c] + O2[c] => 12-hydroperoxyeicosatetraenoate-glyceryl-ester[c]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,H+[p] + NADPH[p] + O2[p] + arachidonate[p] => 15(R)-HETE[p] + H2O[p] + NADP+[p]
ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase,P23219,EPA[n] + O2[n] => 15(R)-HpEPE[n]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[m] + palmitoleoyl-carnitine[m] <=> L-carnitine[m] + palmitoleoyl-CoA[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,(11Z)-docosenoyl-CoA[m] + L-carnitine[m] <=> CoA[m] + docosenoylcarnitine(11)[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(11Z,14Z,17Z)-eicosatrienoyl-CoA[r] + L-carnitine[r] <=> (11Z,14Z,17Z)-eicosatrienoylcarnitine[r] + CoA[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [r] + L-carnitine[r] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[r] + CoA[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [m] + L-carnitine[m] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[m] + CoA[m]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + hexacosanoylcarnitine[r] <=> L-carnitine[r] + hexacosanoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + ocosatetraenoylcarnitine[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(11Z,14Z)-eicosadienoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + eicosadienoylcarnitine[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,7-hexadecenoyl-CoA[m] + L-carnitine[m] <=> CoA[m] + hexadecenoylcarnitine(9)[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"10,13,16-docosatrienoyl-CoA[m] + L-carnitine[m] <=> 10,13,16-docosatrienoylcarnitine[m] + CoA[m]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[m] + L-oleoylcarnitine[m] <=> L-carnitine[m] + oleoyl-CoA[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[m] + nonadecanoylcarnitine[m] <=> L-carnitine[m] + nonadecanoyl-CoA[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,(9E)-octadecenoyl-CoA[m] + L-carnitine[m] <=> (9E)-octadecenoylcarnitine[m] + CoA[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + tridecanoylcarnitine[r] <=> L-carnitine[r] + tridecanoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,(13Z)-docosenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + docosenoylcarnitine[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + arachidonyl-carnitine[r] <=> L-carnitine[r] + arachidonyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(5Z,8Z,11Z)-eicosatrienoyl-CoA[m] + L-carnitine[m] <=> (5Z,8Z,11Z)-eicosatrienoylcarnitine[m] + CoA[m]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + palmitoleoyl-carnitine[r] <=> L-carnitine[r] + palmitoleoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[r] + L-carnitine[r] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[r] + CoA[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(13Z,16Z)-docosadienoyl-CoA[m] + L-carnitine[m] <=> (13Z,16Z)-docosadienoylcarnitine[m] + CoA[m]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"13,16,19-docosatrienoyl-CoA[r] + L-carnitine[r] <=> 13,16,19-docosatrienoylcarnitine[r] + CoA[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,(13Z)-docosenoyl-CoA[m] + L-carnitine[m] <=> CoA[m] + docosenoylcarnitine[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,7-hexadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + hexadecenoylcarnitine(9)[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + linoleic-carnitine[r] <=> L-carnitine[r] + linoleoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,9-heptadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + heptadecenoylcarnitine(8)[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,9-heptadecenoyl-CoA[m] + L-carnitine[m] <=> CoA[m] + heptadecenoylcarnitine(8)[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[m] + malonyl-carnitin[m] <=> L-carnitine[m] + malonyl-CoA[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[m] + eicosanoylcarnitine[m] <=> L-carnitine[m] + eicosanoyl-CoA[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,(13Z)-octadecenoyl-CoA[r] + L-carnitine[r] <=> CoA[r] + octadecenoylcarnitine(5)[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"10,13,16-docosatrienoyl-CoA[r] + L-carnitine[r] <=> 10,13,16-docosatrienoylcarnitine[r] + CoA[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[r] + L-carnitine[r] <=> (9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[r] + CoA[r]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + eicosanoylcarnitine[r] <=> L-carnitine[r] + eicosanoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + L-palmitoylcarnitine[r] <=> L-carnitine[r] + palmitoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,(13Z)-octadecenoyl-CoA[m] + L-carnitine[m] <=> CoA[m] + octadecenoylcarnitine(5)[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + tetracosanoylcarnitine[r] <=> L-carnitine[r] + tetracosanoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + tricosanoylcarnitine[r] <=> L-carnitine[r] + tricosanoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,9-eicosenoyl-CoA[m] + L-carnitine[m] <=> CoA[m] + eicosenoylcarnitine(11)[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[r] + docosanoylcarnitine[r] <=> L-carnitine[r] + docosanoyl-CoA[r]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,CoA[m] + O-acetylcarnitine[m] <=> L-carnitine[m] + acetyl-CoA[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(8Z,11Z)-eicosadienoyl-CoA[m] + L-carnitine[m] <=> (8Z,11Z)-eicosadienoylcarnitine[m] + CoA[m]"
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,(7Z)-tetradecenoyl-CoA[m] + L-carnitine[m] <=> CoA[m] + tetradecenoylcarnitine(7)[m]
ENSG00000095321,CRAT,carnitine O-acetyltransferase,P43155,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[r] + L-carnitine[r] <=> (8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[r] + CoA[r]"
